Ti,Ni,Cu,Hf,Co,Zr,Pd,Ta,Nb,Al,热加工温度/℃,热加工率/%,一级处理温度/℃,一级处理时间/min,冷却方式,冷加工温度/℃,冷加工率/%,二级处理温度/℃,二级处理时间/min,冷却方式,应力 /Mpa,Ms/℃,Mp,Mf,As,Ap,Af,hysteresis,method,总应变,应变回复率,workout J/cm3,ref,label,备注,,,,
27.2,50.5,,22.3,,,,,,,900,88,550,600,AC,,,,,,300,211.25,,,,,235.93,24.68,0,2.66883,100,8.00649,277-2022,TiNiHf,,,,,
29.7,47.3,,20,,,3,,,,,,,,,,,,,,200,225.621,,,,,,,1,0.809115,100,1.61823,278-2019,TiNiHfPd,,,,,
29.7,47.3,,20,,,3,,,,,,,,,,,,,,300,228.782,,,,,,,1,1.39619,100,4.18857,278-2019,TiNiHfPd,,,,,
29.7,47.3,,20,,,3,,,,,,,,,,,,,,400,235.805,,,,,,,1,1.54197,100,6.16788,278-2019,TiNiHfPd,,,,,
29.7,47.3,,20,,,3,,,,,,,,,,,,,,500,242.055,,,,,,,1,1.87031,100,9.35155,278-2019,TiNiHfPd,,,,,
29.7,47.3,,20,,,3,,,,,,,,,,,,,,600,244.246,,,,,,,1,1.95747,100,11.74482,278-2019,TiNiHfPd,,,,,
29.7,47.3,,20,,,3,,,,,,,,,,,,,,700,249.504,,,,,,,1,1.89149,100,13.24043,278-2019,TiNiHfPd,,,,,
29.25,45,,15.75,,,,,10,,1000,88,,,,25,30,550,60,WQ,200,49.6805,,,,,,,0,0.69,90,1.242,ours,TiNiHfNb,,,,,
29.25,45,,15.75,,,,,10,,1000,88,,,,25,30,550,60,WQ,400,72.6837,,,,,,,0,2.29,93,8.5188,ours,TiNiHfNb,,,,,
29.25,45,,15.75,,,,,10,,1000,88,,,,25,30,550,60,WQ,600,111.981,,,,,,,0,3.52,100,21.12,ours,TiNiHfNb,,,,,
29.25,45,,15.75,,,,,10,,1000,88,,,,25,30,600,60,WQ,200,53,,,,,,,0,0.9,100,1.8,ours,TiNiHfNb,,,,,
29.25,45,,15.75,,,,,10,,1000,88,,,,25,30,600,60,WQ,400,102,,,,,,,0,3.1,91,11.284,ours,TiNiHfNb,,,,,
29.25,45,,15.75,,,,,10,,1000,88,,,,25,30,600,60,WQ,600,147,,,,,,,0,4.35,64,16.704,ours,TiNiHfNb,,,,,
29.25,45,,15.75,,,,,10,,1000,88,,,,25,30,650,60,WQ,200,75.4717,,,,,,,0,1.53,93,2.8458,ours,TiNiHfNb,,,,,
29.25,45,,15.75,,,,,10,,1000,88,,,,25,30,650,60,WQ,400,107.39,,,,,,,0,4.01,78,12.5112,ours,TiNiHfNb,,,,,
29.25,45,,15.75,,,,,10,,1000,88,,,,25,30,650,60,WQ,600,151.415,,,,,,,0,5.08,67,20.4216,ours,TiNiHfNb,,,,,
50,15,10,,,,25,,,,,,950,120,WQ,25,25,900,60,WQ,100,195.24,,,,,,44.514,0,4.190277684,96.6745,4.05093,279-2014,TiNiPdCu,,,,,
50,15,10,,,,25,,,,,,950,120,WQ,25,25,900,60,WQ,200,210.205,,,,,,39.816,0,5.318845318,93.9029,9.9891,279-2014,TiNiPdCu,,,,,
50,15,10,,,,25,,,,,,950,120,WQ,25,25,900,60,WQ,300,211.834,,,,,,50.323,0,5.709463306,90.747,15.5435,279-2014,TiNiPdCu,,,,,
50,15,10,,,,25,,,,,,950,120,WQ,25,25,900,60,WQ,400,223.468,,,,,,52.81,0,6.58210553,80.6182,21.2255,279-2014,TiNiPdCu,,,,,
50,15,10,,,,25,,,,,,950,120,WQ,25,25,900,60,WQ,500,236.486,,,,,,52.257,0,6.84688179,75.7983,25.9491,279-2014,TiNiPdCu,,,,,
50,15,10,,,,25,,,,,,950,120,WQ,25,25,500,180,WQ,100,169.351,,,,,,48.663,0,0.406022824,99.7439,0.404983,279-2014,TiNiPdCu,,,,,
50,15,10,,,,25,,,,,,950,120,WQ,25,25,500,180,WQ,200,176.427,,,,,,51.429,0,0.763083663,97.1001,1.48191,279-2014,TiNiPdCu,,,,,
50,15,10,,,,25,,,,,,950,120,WQ,25,25,500,180,WQ,300,187.964,,,,,,53.088,0,1.255286571,94.264,3.54985,279-2014,TiNiPdCu,,,,,
50,15,10,,,,25,,,,,,950,120,WQ,25,25,500,180,WQ,400,201.681,,,,,,45.622,0,2.056613617,91.6193,7.53702,279-2014,TiNiPdCu,,,,,
50,15,10,,,,25,,,,,,950,120,WQ,25,25,500,180,WQ,500,222.544,,,,,,45.621,0,2.083222487,90.0646,9.38123,279-2014,TiNiPdCu,,,,,
50,15,10,,,,25,,,,,,950,120,WQ,25,25,550,180,WQ,100,174.462,,,,,,37.604,0,0.309680462,99.8723,0.309285,279-2014,TiNiPdCu,,,,,
50,15,10,,,,25,,,,,,950,120,WQ,25,25,550,180,WQ,200,178.968,,,,,,35.669,0,0.601009282,99.3379,1.19406,279-2014,TiNiPdCu,,,,,
50,15,10,,,,25,,,,,,950,120,WQ,25,25,550,180,WQ,300,184.303,,,,,,35.668,0,0.735722292,99.9571,2.20622,279-2014,TiNiPdCu,,,,,
50,15,10,,,,25,,,,,,950,120,WQ,25,25,550,180,WQ,400,189.618,,,,,,38.433,0,0.982139253,96.6085,3.79532,279-2014,TiNiPdCu,,,,,
50,15,10,,,,25,,,,,,950,120,WQ,25,25,550,180,WQ,500,195.826,,,,,,39.815,0,1.228206824,93.9021,5.76656,279-2014,TiNiPdCu,,,,,
30,50,,10,,10,,,,,,,950,120,WQ,,,,,,100,220,,,,,,57,0,1.45,100,1.45,284-2023,TiNiHfZr,,,,,
30,50,,10,,10,,,,,,,950,120,WQ,,,,,,200,224,,,,,,83,0,4.8,98,9.4,284-2023,TiNiHfZr,,,,,
25.5,42.5,,8.5,,8.5,,,15,,,,950,120,WQ,,60,900,60,WQ,100,160.986,,,,,,80,0,1.05,100,1.05,284-2023,TiNiHfZrNb,,,,,
25.5,42.5,,8.5,,8.5,,,15,,,,950,120,WQ,,60,900,60,WQ,200,170.282,,,,,,100,0,2.3,100,4.6,284-2023,TiNiHfZrNb,,,,,
27,45,,9,,9,,10,,,,,950,120,WQ,,60,900,60,WQ,100,290.568,,,,,,81,0,1.04,100,1.04,284-2023,TiNiHfZrTa,,,,,
27,45,,9,,9,,10,,,,,950,120,WQ,,60,900,60,WQ,200,301.566,,,,,,94,0,2.5,97,4.85,284-2023,TiNiHfZrTa,,,,,
25.5,42.5,,8.5,,8.5,,15,,,,,950,120,WQ,,60,900,60,WQ,100,282.113,,,,,,77,0,0.74,100,0.74,284-2023,TiNiHfZrTa,,,,,
25.5,42.5,,8.5,,8.5,,15,,,,,950,120,WQ,,60,900,60,WQ,200,293.145,,,,,,98,0,1.6,100,3.2,284-2023,TiNiHfZrTa,,,,,
50,40,10,,,,,,,,1000,88,,,,25,40,400,30,WQ,50,22.2337,,,,,,,2,0.8,100,0.4,158-2023,TiNiCu,,,,,
50,40,10,,,,,,,,1000,88,,,,25,40,400,30,WQ,100,18.4584,,,,,,,2,1.9,100,1.9,158-2023,TiNiCu,,,,,
50,40,10,,,,,,,,1000,88,,,,25,40,400,30,WQ,200,24.6449,,,,,,,2,4.1,100,8.2,158-2023,TiNiCu,,,,,
50,40,10,,,,,,,,1000,88,,,,25,40,400,30,WQ,300,30.2013,,,,,,,2,5.4,100,16.2,158-2023,TiNiCu,,,,,
50,40,10,,,,,,,,1000,88,,,,25,40,400,30,WQ,400,37.6234,,,,,,,2,6.9,100,27.6,158-2023,TiNiCu,,,,,
50,40,10,,,,,,,,1000,88,,,,25,40,400,30,WQ,500,43.7783,,,,,,,2,8.3,100,41.5,158-2023,TiNiCu,,,,,
38.7,49.3,,3,,9,,,,,,,1000,120,WQ,,,,,,200,152.95,,,,,,,0,2.9,92,5.336,ours,TiNiHfZr,,,,,
38.7,49.3,,3,,9,,,,,,,1000,120,WQ,,,,,,400,171.88,,,,,,,0,5.45,59,12.862,ours,TiNiHfZr,,,,,
38,45,4,1,,12,,,,,,,1000,120,WQ,,,,,,200,100.36,,,,,,,0,1.83,93,3.4038,ours,TiNiHfZrCu,,,,,
38,45,4,1,,12,,,,,,,1000,120,WQ,,,,,,400,115,,,,,,,0,0,0,-10,ours,TiNiHfZrCu,,,,,
24.75,45,,20.25,,,,,10,,1000,85,,,,25,30,600,60,WQ,400,152.3,,,,,,,0,0.38,95,1.444,ours,TiNiHfNb,,,,,
24.75,45,,20.25,,,,,10,,1000,85,,,,25,30,600,60,WQ,600,179.38,,,,,,,0,1.06,87,5.5332,ours,TiNiHfNb,,,,,
24.75,45,,20.25,,,,,10,,1000,85,,,,25,30,600,60,WQ,800,197.1,,,,,,,0,0,0,-10,ours,TiNiHfNb,,,,,
29.25,45,,15.75,,,,,10,,1000,85,,,,25,50,600,60,WQ,200,26.56,,,,,,,0,0.78,99,1.5444,ours,TiNiHfNb,,,,,
29.25,45,,15.75,,,,,10,,1000,85,,,,25,50,600,60,WQ,400,52.13,,,,,,,0,2.35,95,8.93,ours,TiNiHfNb,,,,,
29.7,50.3,,20,,,,,,,900,88,900,60,WQ,,,,,,50,93.3628,,,,,,23.4349,0,0.348534,100,0.174267,299-2023,TiNiHf,,,,,
29.7,50.3,,20,,,,,,,900,88,900,60,WQ,,,,,,100,83.1858,,,,,,31.6135,0,1.10728,100,1.10728,299-2023,TiNiHf,,,,,
29.7,50.3,,20,,,,,,,900,88,900,60,WQ,,,,,,150,78.3186,,,,,,33.3828,0,1.92969,100,2.894535,299-2023,TiNiHf,,,,,
29.7,50.3,,20,,,,,,,900,88,900,60,WQ,,,,,,200,76.5487,,,,,,37.3625,0,2.76624,100,5.53248,299-2023,TiNiHf,,,,,
29.7,50.3,,20,,,,,,,900,88,900,60,WQ,,,,,,300,74.5575,,,,,,51.2896,0,3.7816,100,11.3448,299-2023,TiNiHf,,,,,
29.7,50.3,,20,,,,,,,900,88,900,60,WQ,,,550,600,AC,50,185.056,,,,,,28.298,0,0.581947,100,0.2909735,299-2023,TiNiHf,,,,,
29.7,50.3,,20,,,,,,,900,88,900,60,WQ,,,550,600,AC,100,169.316,,,,,,29.402,0,1.51042,100,1.51042,299-2023,TiNiHf,,,,,
29.7,50.3,,20,,,,,,,900,88,900,60,WQ,,,550,600,AC,150,162.401,,,,,,26.529,0,2.1772,100,3.2658,299-2023,TiNiHf,,,,,
29.7,50.3,,20,,,,,,,900,88,900,60,WQ,,,550,600,AC,200,155.246,,,,,,27.635,0,2.63893,100,5.27786,299-2023,TiNiHf,,,,,
29.7,50.3,,20,,,,,,,900,88,900,60,WQ,,,550,600,AC,300,150.477,,,,,,27.413,0,3.27945,100,9.83835,299-2023,TiNiHf,,,,,
29.7,50.3,,20,,,,,,,900,88,900,60,WQ,,,600,600,AC,50,201.703,,,,,,42.447,0,0.893077,100,0.4465385,299-2023,TiNiHf,,,,,
29.7,50.3,,20,,,,,,,900,88,900,60,WQ,,,600,600,AC,100,189.3,,,,,,42.005,0,2.13273,100,2.13273,299-2023,TiNiHf,,,,,
29.7,50.3,,20,,,,,,,900,88,900,60,WQ,,,600,600,AC,150,179.109,,,,,,43.55,0,3.08246,100,4.62369,299-2023,TiNiHf,,,,,
29.7,50.3,,20,,,,,,,900,88,900,60,WQ,,,600,600,AC,200,172.464,,,,,,42.005,0,3.70681,100,7.41362,299-2023,TiNiHf,,,,,
29.7,50.3,,20,,,,,,,900,88,900,60,WQ,,,600,600,AC,300,167.157,,,,,,47.754,0,4.53829,100,13.61487,299-2023,TiNiHf,,,,,
29.7,50.3,,20,,,,,,,900,88,900,60,WQ,,,650,600,AC,50,202.69,,,,,,37.361,0,0.631376,100,0.315688,299-2023,TiNiHf,,,,,
29.7,50.3,,20,,,,,,,900,88,900,60,WQ,,,650,600,AC,100,186.076,,,,,,36.921,0,1.72963,100,1.72963,299-2023,TiNiHf,,,,,
29.7,50.3,,20,,,,,,,900,88,900,60,WQ,,,650,600,AC,150,177.294,,,,,,38.91,0,2.58738,100,3.88107,299-2023,TiNiHf,,,,,
29.7,50.3,,20,,,,,,,900,88,900,60,WQ,,,650,600,AC,200,169.462,,,,,,39.792,0,3.17643,100,6.35286,299-2023,TiNiHf,,,,,
29.7,50.3,,20,,,,,,,900,88,900,60,WQ,,,650,600,AC,300,164.953,,,,,,43.552,0,3.91595,100,11.74785,299-2023,TiNiHf,,,,,
29.7,50.3,,20,,,,,,,900,88,,,,,,,,,100,74.7459,,,,,,32.3076,0,1.9104223,98.56459485,1.883,301-2023,TiNiHf,,,,,
29.7,50.3,,20,,,,,,,900,88,,,,,,,,,200,91.2636,,,,,,36.264,0,3.0164554,97.87878846,5.90494,301-2023,TiNiHf,,,,,
29.7,50.3,,20,,,,,,,900,88,,,,,,,,,300,107.454,,,,,,40.8788,0,3.7934161,98.07228899,11.16087,301-2023,TiNiHf,,,,,
29.7,50.3,,20,,,,,,,900,88,,,,,,,,,400,127.569,,,,,,52.088,0,4.3875677,97.91666576,17.18464,301-2023,TiNiHf,,,,,
29.7,50.3,,20,,,,,,,900,88,,,,,,,,,500,146.866,,,,,,62.637,0,4.926876,96.10390032,23.6746,301-2023,TiNiHf,,,,,
29.7,50.3,,20,,,,,,,900,88,,,,,,,,,600,166.818,,,,,,85.055,0,5.447898,87.41610067,28.57404,301-2023,TiNiHf,,,,,
29.7,50.3,,20,,,,,,,900,88,500,180,WQ,,,,,,100,124.598,,,,,,21.099,0,1.42596,100,1.42596,301-2023,TiNiHf,,,,,
29.7,50.3,,20,,,,,,,900,88,500,180,WQ,,,,,,200,136.377,,,,,,21.099,0,2.24863077,99.59349618,4.47898,301-2023,TiNiHf,,,,,
29.7,50.3,,20,,,,,,,900,88,500,180,WQ,,,,,,300,149.46,,,,,,21.758,0,2.76965,100,8.30895,301-2023,TiNiHf,,,,,
29.7,50.3,,20,,,,,,,900,88,500,180,WQ,,,,,,400,161.401,,,,,,23.077,0,3.13528,100,12.54112,301-2023,TiNiHf,,,,,
29.7,50.3,,20,,,,,,,900,88,500,180,WQ,,,,,,500,173.672,,,,,,25.714,0,3.4643515,99.47229662,17.23035,301-2023,TiNiHf,,,,,
29.7,50.3,,20,,,,,,,900,88,500,180,WQ,,,,,,600,197.381,,,,,,25.055,0,3.71115077,99.75369446,22.21206,301-2023,TiNiHf,,,,,
29.7,50.3,,20,,,,,,,900,88,500,180,WQ,,,,,,700,214.883,,,,,,29.011,0,3.8939677,97.65258197,26.61792,301-2023,TiNiHf,,,,,
29.7,50.3,,20,,,,,,,900,88,550,180,WQ,,,,,,100,157.289,,,,,,21.76,0,1.57221,100,1.57221,301-2023,TiNiHf,,,,,
29.7,50.3,,20,,,,,,,900,88,550,180,WQ,,,,,,200,163.016,,,,,,25.72,0,2.5228515,99.27536361,5.00914,301-2023,TiNiHf,,,,,
29.7,50.3,,20,,,,,,,900,88,550,180,WQ,,,,,,300,175.775,42.005,,,,,23.74,0,3.02559,100,9.07677,301-2023,TiNiHf,,,,,
29.7,50.3,,20,,,,,,,900,88,550,180,WQ,,,,,,400,192.622,39.792,,,,,26.37,0,3.44607,100,13.78428,301-2023,TiNiHf,,,,,
29.7,50.3,,20,,,,,,,900,88,550,180,WQ,,,,,,500,200.312,21.099,,,,,25.05,0,3.70201077,99.75308635,18.46435,301-2023,TiNiHf,,,,,
50.3,49.7,,,,,,,,,400,89,,,,,,,,,50,47.743,25.72,,,,,74.072,0,1.125,100,0.5625,302-2013,TiNi,,,,,
50.3,49.7,,,,,,,,,400,89,,,,,,,,,100,57.031,,,,,,48.149,0,2.26875,100,2.26875,302-2013,TiNi,,,,,
50.3,49.7,,,,,,,,,400,89,,,,,,,,,150,66.3189,,,,,,48.147,0,3.375,100,5.0625,302-2013,TiNi,,,,,
50.3,49.7,,,,,,,,,400,89,,,,,,,,,200,71.8916,,,,,,45.372,0,4.425,100,8.85,302-2013,TiNi,,,,,
50.3,49.7,,,,,,,,,400,89,,,,,,,,,250,79.322,,,,,,46.298,0,5.175,97.82608696,12.65625,302-2013,TiNi,,,,,
50.3,49.7,,,,,,,,,400,89,,,,,,,,,300,85.8235,,,,,,50.002,0,5.85,92.62820513,16.25625,302-2013,TiNi,,,,,
50.3,49.7,,,,,,,,,400,89,,,,,,,,,350,89.5387,,,,,,55.556,0,6.58125,84.9002849,19.55625,302-2013,TiNi,,,,,
50.3,49.7,,,,,,,,,400,89,,,,,,,,,400,95.1115,,,,,,65.74,0,7.44375,78.33753149,23.325,302-2013,TiNi,,,,,
50.3,49.7,,,,,,,,,400,89,,,,,,,,,450,99.7554,,,,,,72.222,0,8.15625,70.8045977,25.9875,302-2013,TiNi,,,,,
30,50,,20,,,,,,,,,1000,120,WQ,,,,,,200,214.7,,,,,,87,0,2.7,83,4.482,ours,TiNiHf,,,,,
30,50,,20,,,,,,,,,1000,120,WQ,,,,,,400,275.3,42.005,,,,,,0,3.8,71,10.792,ours,TiNiHf,,,,,
30,50,,20,,,,,,,,,1000,120,WQ,,,,,,600,288.52,39.792,,,,,,0,2.8,10,1.68,ours,TiNiHf,,,,,
30,50,,20,,,,,,,,,1000,120,WQ,,,,,,800,300.1,21.099,,,,,,0,0,0,-10,ours,TiNiHf,,,,,
30.2,48.8,1,20,,,,,,,,,1000,120,WQ,,,,,,200,268.81,,,,,,60,0,4.28,84,7.1904,ours,TiNiHfCu,,,,,
30.2,48.8,1,20,,,,,,,,,1000,120,WQ,,,,,,400,293.7,,,,,,,0,6.06,53,12.8472,ours,TiNiHfCu,,,,,
30.2,48.8,1,20,,,,,,,,,1000,120,WQ,,,,,,600,312.1,,,,,,,0,0,0,-10,ours,TiNiHfCu,,,,,
30.1,49.9,,20,,,,,,,,,1000,120,WQ,,,,,,200,249.7,,,,,,68,0,5.28,84,8.8704,ours,TiNiHf,,,,,
30.1,49.9,,20,,,,,,,,,1000,120,WQ,,,,,,400,276,,,,,,,0,6.38,40,10.208,ours,TiNiHf,,,,,
30.1,49.9,,20,,,,,,,,,1000,120,WQ,,,,,,600,293,,,,,,,0,0,0,-10,ours,TiNiHf,,,,,
30,50,,19,,1,,,,,,,1000,120,WQ,,,,,,200,199.4,,,,,,53,0,2.49,98,4.8804,ours,TiNiHfZr,,,,,
30,50,,19,,1,,,,,,,1000,120,WQ,,,,,,400,231.8,,,,,,,0,3.19,90,11.484,ours,TiNiHfZr,,,,,
30,50,,19,,1,,,,,,,1000,120,WQ,,,,,,600,260.1,,,,,,,0,0,0,-10,ours,TiNiHfZr,,,,,
30.4,48.6,1,19,,1,,,,,,,1000,120,WQ,,,,,,200,281.7,,,,,,107,0,2.77,81,4.4874,ours,TiNiHfZrCu,,,,,
30.4,48.6,1,19,,1,,,,,,,1000,120,WQ,,,,,,400,304.4,,,,,,,0,6.29,45,11.322,ours,TiNiHfZrCu,,,,,
30.4,48.6,1,19,,1,,,,,,,1000,120,WQ,,,,,,600,322.5,,,,,,,0,0,0,-10,ours,TiNiHfZrCu,,,,,
30.3,48.7,1,19,,1,,,,,,,1000,120,WQ,,,,,,200,250.1,,,,,,64,0,2.9,85,4.93,ours,TiNiHfZrCu,,,,,
30.3,48.7,1,19,,1,,,,,,,1000,120,WQ,,,,,,400,293.1,,,,,,,0,5.31,58,12.3192,ours,TiNiHfZrCu,,,,,
30.3,48.7,1,19,,1,,,,,,,1000,120,WQ,,,,,,600,310.2,,,,,,,0,0,0,-10,ours,TiNiHfZrCu,,,,,
30,50,,20,,,,,,,,,900,360,WQ,,,,,,100,198.72,,,,,,,1,0.67689,96.49152743,0.6531415,2023-157,TiNiHf,,,,,
30,50,,20,,,,,,,,,900,360,WQ,,,,,,200,208.579,,,,,,,1,1.37741,94.85255661,2.6130172,2023-157,TiNiHf,,,,,
30,50,,20,,,,,,,,,900,360,WQ,,,,,,300,220.171,,,,,,,1,1.86179,94.99629926,5.3058948,2023-157,TiNiHf,,,,,
30,50,,20,,,,,,,,,900,360,WQ,,,,,,400,223.633,,,,,,,1,2.1602,93.04263494,8.039628,2023-157,TiNiHf,,,,,
30,50,,20,,,,,,,,,900,360,WQ,,,,,,500,232.391,,,,,,,1,2.43371,90.85186814,11.055355,2023-157,TiNiHf,,,,,
30,50,,20,,,,,,,,,900,360,WQ,,,,,,600,239.722,,,,,,,1,2.69689,86.63631071,14.018916,2023-157,TiNiHf,,,,,
30,50,,20,,,,,,,,,900,360,WQ,,,450,3000,WQ,100,233.922,,,,,,,1,0.611564,100.2063562,0.612826,2023-157,TiNiHf,,,,,
30,50,,20,,,,,,,,,900,360,WQ,,,450,3000,WQ,200,239.349,,,,,,,1,1.20177,102.4630004,2.4627392,2023-157,TiNiHf,,,,,
30,50,,20,,,,,,,,,900,360,WQ,,,450,3000,WQ,300,249.355,,,,,,,1,1.58553,101.4138931,4.8238431,2023-157,TiNiHf,,,,,
30,50,,20,,,,,,,,,900,360,WQ,,,450,3000,WQ,400,255.705,,,,,,,1,1.82359,100.5951557,7.3377728,2023-157,TiNiHf,,,,,
30,50,,20,,,,,,,,,900,360,WQ,,,450,3000,WQ,500,262.918,,,,,,,1,1.97124,99.39820621,9.796886,2023-157,TiNiHf,,,,,
30,50,,20,,,,,,,,,900,360,WQ,,,450,3000,WQ,600,275.251,,,,,,,1,2.12918,96.76377291,12.3616494,2023-157,TiNiHf,,,,,
30,50,,20,,,,,,,,,900,360,WQ,,,550,600,WQ,100,241.928,,,,,,,1,0.57632,102.8466824,0.592726,2023-157,TiNiHf,,,,,
30,50,,20,,,,,,,,,900,360,WQ,,,550,600,WQ,200,246.624,,,,,,,1,1.18628,100.3829779,2.38164638,2023-157,TiNiHf,,,,,
30,50,,20,,,,,,,,,900,360,WQ,,,550,600,WQ,300,255.958,,,,,,,1,1.4848,98.12239359,4.3707639,2023-157,TiNiHf,,,,,
30,50,,20,,,,,,,,,900,360,WQ,,,550,600,WQ,400,261.608,,,,,,,1,1.74821,96.2921617,6.7335568,2023-157,TiNiHf,,,,,
30,50,,20,,,,,,,,,900,360,WQ,,,550,600,WQ,500,265.919,,,,,,,1,1.92111,92.87313064,8.920975,2023-157,TiNiHf,,,,,
30,50,,20,,,,,,,,,900,360,WQ,,,550,600,WQ,600,268.814,,,,,,,1,2.02844,88.42795449,10.762248,2023-157,TiNiHf,,,,,
25,50,,25,,,,,,,,,900,240,WQ,,,,,,100,415.962,,,,,,30.5847,1,0.5602409,89.51613493,0.501506,2025-350,TiNiHf,,,,,
25,50,,25,,,,,,,,,900,240,WQ,,,,,,200,421.672,,,,,,41.1544,1,1.256025,85.97121873,2.15964,2025-350,TiNiHf,,,,,
25,50,,25,,,,,,,,,900,240,WQ,,,,,,300,428.839,,,,,,53.7481,1,2.028613,83.07350885,5.05572,2025-350,TiNiHf,,,,,
25,50,,25,,,,,,,,,900,240,WQ,,,,,,400,434.596,,,,,,65.2174,1,2.710843,75.1666548,8.1506,2025-350,TiNiHf,,,,,
25,50,,25,,,,,,,,,900,240,WQ,,,,,,500,440.386,,,,,,74.8876,1,3.53765,66.79434088,11.81475,2025-350,TiNiHf,,,,,
25,50,,25,,,,,,,,,900,240,WQ,,,,,,600,439.826,,,,,,83.2084,1,4.31928,57.11299105,14.80122,2025-350,TiNiHf,,,,,
20,50,,30,,,,,,,,,900,240,WQ,,,,,,100,537.975,,,,,,62.7436,1,0.781627,84.39306728,0.659639,2025-350,TiNiHf,,,,,
20,50,,30,,,,,,,,,900,240,WQ,,,,,,200,542.01,,,,,,82.5337,1,1.739462,80.000023,2.78314,2025-350,TiNiHf,,,,,
20,50,,30,,,,,,,,,900,240,WQ,,,,,,300,550.002,,,,,,93.1034,1,2.94126,65.13059029,5.74698,2025-350,TiNiHf,,,,,
20,50,,30,,,,,,,,,900,240,WQ,,,,,,400,546.375,,,,,,97.1514,1,4.13855,53.16596392,8.8012,2025-350,TiNiHf,,,,,
20,50,,30,,,,,,,,,900,240,WQ,,,,,,500,538.131,,,,,,109.295,1,3.39307,49.00134686,8.31325,2025-350,TiNiHf,,,,,
20,50,,30,,,,,,,,,900,240,WQ,,,,,,600,539.199,,,,,,124.588,1,1.612952,47.619024,4.608432,2025-350,TiNiHf,,,,,
15,50,,35,,,,,,,,,900,240,WQ,,,,,,50,699.32,,,,,,97.6012,1,1.079819,52.71966876,0.2846385,2025-350,TiNiHf,,,,,
15,50,,35,,,,,,,,,900,240,WQ,,,,,,100,676.23,,,,,,111.769,1,1.870482,52.41547366,0.980422,2025-350,TiNiHf,,,,,
15,50,,35,,,,,,,,,900,240,WQ,,,,,,150,679.12,,,,,,120.54,1,2.9729,51.51972821,2.297445,2025-350,TiNiHf,,,,,
15,50,,35,,,,,,,,,900,240,WQ,,,,,,200,677.836,,,,,,127.961,1,3.74548,44.99396606,3.37048,2025-350,TiNiHf,,,,,
15,50,,35,,,,,,,,,900,240,WQ,,,,,,250,669.548,,,,,,138.531,1,3.13103,39.82683015,3.117475,2025-350,TiNiHf,,,,,
15,50,,35,,,,,,,,,900,240,WQ,,,,,,300,666.196,,,,,,145,1,0.781626,40.46244623,0.948795,2025-350,TiNiHf,,,,,
50.2,15.5,10,0,0,0,24.3,0,0,0,960,83,,,,10,37,540,42,WQ,430,0,0,0,0,0,0,,0,0,0,0,1,,,,,,
50.2,15.5,10,0,0,0,24.3,0,0,0,960,83,,,,10,37,540,42,WQ,530,0,0,0,0,0,0,,0,0,0,0,1,,,,,,
50.2,15.5,10,0,0,0,24.3,0,0,0,960,83,,,,10,37,540,42,WQ,630,0,0,0,0,0,0,,0,0,0,0,1,,,,,,
50.2,15.5,10,0,0,0,24.3,0,0,0,960,83,,,,10,37,540,42,WQ,700,0,0,0,0,0,0,,0,0,0,0,1,,,,,,
50.2,15.5,10,0,0,0,24.3,0,0,0,960,83,,,,10,37,640,42,WQ,430,148.9,,90.9,124.4,,197.6,,0,0.95,100,4.085,1,,,,,,
50.2,15.5,10,0,0,0,24.3,0,0,0,960,83,,,,10,37,640,42,WQ,530,155,,,,,,,0,0,0,-10,1,,,,,,
50.2,15.5,10,0,0,0,24.3,0,0,0,960,83,,,,10,37,1000,42,WQ,430,230.6,,166.47,186.4,,257.2,,0,3.53,72,10.92,1,,,,,,
23.4,45.2,,21.6,,,,,9.9,,1000,67,,,,,,,,,0,339.8,,,,,,,0,0,0,0,2,,,,,,
23.4,45.2,,21.6,,,,,9.9,,1000,67,,,,12,9,710,6,WQ,0,254.7,,164.3,258.1,,346.3,,0,0,0,0,2,,,,,,
23.4,45.2,,21.6,,,,,9.9,,1000,67,,,,12,9,610,6,WQ,400,288,,161,206,,407,,0,1.35,90,4.86,2,,,,,,
23.4,45.2,,21.6,,,,,9.9,,1000,67,,,,12,9,610,6,WQ,600,300,,192.7,240,,389,,0,1.6,62.5,6,2,,,,,,
23.4,45.2,,21.6,,,,,9.9,,1000,67,,,,12,9,610,6,WQ,800,328,,172,270,,,,0,2.27,30,5.44,2,,,,,,
23.4,45.2,,21.6,,,,,9.9,,1000,67,,,,12,9,510,6,WQ,400,250,,,,,,,0,0,0,0,2,,,,,,
23.4,45.2,,21.6,,,,,9.9,,1000,67,,,,12,9,510,6,WQ,600,260,,,,,,,0,0,0,0,2,,,,,,
23.4,45.2,,21.6,,,,,9.9,,1000,67,,,,12,9,510,6,WQ,800,270,,,,,,,0,0,0,0,2,,,,,,
28.9,48.1,,19.8,,1.5,1.7,,,,,,,,,,,,,,0,60,,44,59,,115.4,,0,0,0,0,2,,,,,,
28.9,48.1,,19.8,,1.5,1.7,,,,,,,,,,,,,,400,115.46,,89.16,94.5,,154.78,,0,1.5,100,6,2,,,,,,
28.9,48.1,,19.8,,1.5,1.7,,,,,,580,150,WQ,,,,,,0,149.1,,77,122,,196,,0,0,0,0,2,,,,,,
29.2,50.2,,20.3,,0.4,,,,,,,,,,,,,,,0,63,,35,95,,148,,0,0,0,0,2,,,,,,
