Ti,Ni,Cu,Hf,Co,Zr,Pd,Ta,Nb,Al,热加工温度/℃,热加工率/%,一级处理温度/℃,一级处理时间/min,冷却方式,冷加工温度/℃,冷加工率/%,二级处理温度/℃,二级处理时间/min,冷却方式,应力 /Mpa,Ms/℃,Mp,Mf,As,Ap,Af,hysteresis,method,总应变,应变回复率,workout J/cm3,ref,label,备注,,,,
50,40,10,0,0,0,0,0,0,0,1000,88,,,,25,4,-273,0,WQ,0,51.8,46,40.1,53.3,59.8,63.1,,0,0,0,0,Dang,,,,,,
50,40,10,0,0,0,0,0,0,0,1000,88,,,,25,6,-273,0,WQ,0,51.9,45,36.5,50.6,58.5,63.9,,0,0,0,0,Dang,,,,,,
50,42.5,7.5,0,0,0,0,0,0,0,1000,88,,,,25,40,1000,60,WQ,0,45.8,41.1,37.4,51.2,56.2,58.7,,0,0,0,0,Dang,,,,,,
50,45,5,0,0,0,0,0,0,0,1000,88,,,,25,40,250,120,WQ,0,58.2,13.2,-22.4,-6.3,33.9,63.3,,0,0,0,0,Dang,,,,,,
50,45,5,0,0,0,0,0,0,0,1000,88,,,,25,40,1000,60,WQ,0,47.2,39.1,34.1,52.8,61.6,65.5,,0,0,0,0,Dang,,,,,,
50,45,5,0,0,0,0,0,0,0,1000,88,,,,25,5,-273,0,WQ,0,40.4,31.4,23.6,44.1,54.6,59.4,,0,0,0,0,Dang,,,,,,
48,50,0,0,0,0,0,2,0,0,1000,88,,,,25,40,400,30,WQ,0,47.6,27.1,-30,22.9,55.5,71.1,,0,0,0,0,Dang,,,,,,
46,50,0,0,0,0,0,4,0,0,1000,88,,,,25,40,400,30,WQ,0,39,7,-45.2,-9.1,47.8,75.1,,0,0,0,0,Dang,,,,,,
48,50,0,0,0,0,0,2,0,0,1000,88,,,,25,25,400,30,WQ,0,46.4,29.5,6.6,44.9,64.9,76.3,,0,0,0,0,Dang,,,,,,
46,50,0,0,0,0,0,4,0,0,1000,88,,,,25,25,400,30,WQ,0,44.6,25.9,-3.9,40.2,68.1,83.9,,0,0,0,0,Dang,,,,,,
48,50,0,0,0,0,0,2,0,0,,,1000,60,WQ,,0,,0,,0,55.4,46.2,33.2,70,95.6,100.5,,0,0,0,0,Dang,,,,,,
46,50,0,0,0,0,0,4,0,0,,,1000,60,WQ,,0,,0,,0,58.1,48.6,33.8,74.7,103.6,111.3,,0,0,0,0,Dang,,,,,,
45.12,48.88,0,0,0,0,0,0,6,0,,,1000,60,WQ,,0,,0,,0,-81,-91.1,-102.3,-41.4,-17.3,-7.4,,0,0,0,0,Dang,,,,,,
48.5,49.5,0,0,0,0,0,0,2,0,,,1000,60,WQ,,0,,0,,0,23.2,9.4,-29.6,25.3,57.2,73.9,,0,0,0,0,Dang,,,,,,
48,50,0,0,0,0,0,0,2,0,,,1000,60,WQ,,0,,0,,0,-20.5,-33,-50.6,-8.7,9.3,18,,0,0,0,0,Dang,,,,,,
46,50,0,0,0,0,0,0,4,0,,,1000,60,WQ,,0,,0,,0,-122,-126,-130,-59.9,-50,-42.3,,0,0,0,0,Dang,,,,,,
46.5,49.5,0,2,0,0,0,0,2,0,,,1000,60,WQ,,0,,0,,0,20.3,2,-36.6,31.3,64.9,78,,0,0,0,0,Dang,,,,,,
45.5,50,0,0.5,0,0,0,0,4,0,,,1000,60,WQ,,0,,0,,0,-88.9,-100.2,-108.6,-52.8,-32.9,-21.2,,0,0,0,0,Dang,,,,,,
32.5,45,0,17.5,5,0,0,0,0,0,,,1000,180,WQ,,0,,0,,0,6.8,5.7,-5,48.2,56.5,58.9,,0,0,0,0,Dang,,,,,,
49.4,50.6,0,0,0,0,0,0,0,0,1000,88,,0,,25,40,400,30,WQ,0,57.5,-43,-75,-0.8,30.4,60.7,,0,0,0,0,Dang,,,,,,
49.4,50.6,0,0,0,0,0,0,0,0,1000,88,,0,,25,40,250,120,WQ,0,55,11.9,-49,-22.6,16.5,48.6,,0,0,0,0,Dang,,,,,,
49.2,50.8,0,0,0,0,0,0,0,0,,,250,120,WQ,,0,,0,,0,-26.5,-27.1,-30,0.9,7.1,8.9,,0,0,0,0,Dang,,,,,,
49.2,50.8,0,0,0,0,0,0,0,0,,,250,600,WQ,,0,,0,,0,23.2,18.2,13.2,21.6,26.3,29.4,,0,0,0,0,Dang,,,,,,
49.2,50.8,0,0,0,0,0,0,0,0,,,300,180,WQ,,0,,0,,0,34.1,29.6,24.4,34.1,38.3,40.8,,0,0,0,0,Dang,,,,,,
49.2,50.8,0,0,0,0,0,0,0,0,,,300,600,WQ,,0,,0,,0,40.9,37.8,34.2,43.6,46.2,48.2,,0,0,0,0,Dang,,,,,,
49.2,50.8,0,0,0,0,0,0,0,0,,,1000,60,WQ,,0,,0,,0,-10.3,-16.4,-25.7,3.4,12.6,20.4,,0,0,0,0,Dang,,,,,,
50,50,0,0,0,0,0,0,0,0,1000,88,,0,,25,40,250,120,WQ,0,72.8,46.4,-34.8,20.8,60.1,86.8,,0,0,0,0,Dang,,,,,,
50,50,0,0,0,0,0,0,0,0,1000,88,,0,,25,44,400,30,WQ,0,59.5,-4.1,-39.6,42.5,60.1,70.1,,0,0,0,0,Dang,,,,,,
50,50,0,0,0,0,0,0,0,0,1000,88,,0,,25,44,500,30,WQ,0,52.9,17,4.1,56.8,67.2,73,,0,0,0,0,Dang,,,,,,
50,50,0,0,0,0,0,0,0,0,1000,88,,0,,25,44,550,30,WQ,0,49.5,40,29,67.3,76.1,79.8,,0,0,0,0,Dang,,,,,,
50,50,0,0,0,0,0,0,0,0,1000,88,,0,,25,44,600,30,WQ,0,51.3,46.1,39.8,67.2,79.1,86.5,,0,0,0,0,Dang,,,,,,
50,50,0,0,0,0,0,0,0,0,1000,88,,0,,25,44,400,60,WQ,0,56.3,1.6,-26,52.6,62.5,69.9,,0,0,0,0,Dang,,,,,,
49,51,0,0,0,0,0,0,0,0,1000,88,,0,,25,40,400,30,WQ,0,45.9,32.4,7.4,16.4,36.8,50.3,,0,0,0,0,Dang,,,,,,
49,51,0,0,0,0,0,0,0,0,,,300,60,WQ,,0,,0,,0,17.9,10.9,1.5,10.1,18.3,23.1,,0,0,0,0,Dang,,,,,,
49,51,0,0,0,0,0,0,0,0,,,350,60,WQ,,0,,0,,0,35.7,28.4,17.5,28.3,35.7,39.9,,0,0,0,0,Dang,,,,,,
49,51,0,0,0,0,0,0,0,0,,,1000,60,WQ,,0,,0,,0,-65.4,-73.6,-83.2,-49.3,-39.6,-33.2,,0,0,0,0,Dang,,,,,,
50.5,46,0.5,0,0,0,3,0,0,0,,,1000,60,WQ,,0,,0,,0,58.3,50,41.1,66.5,84.3,88.1,,0,0,0,0,Shi,,,,,,
50.5,46.5,0.5,0,0,0,2.5,0,0,0,,,1000,60,WQ,,0,,0,,0,62.9,51.2,42.9,69.8,85.1,90.7,,0,0,0,0,Shi,,,,,,
50,49,0.5,0,0.5,0,0,0,0,0,,,1000,60,WQ,,0,,0,,0,18.8,-9.5,-24.7,21.3,33.9,38.1,,0,0,0,0,Shi,,,,,,
50.5,45.5,0.5,0,0.5,0,3,0,0,0,,,1000,60,WQ,,0,,0,,0,44.8,35.7,23.6,56.1,70.1,74.9,,0,0,0,0,Shi,,,,,,
24,37,11,19,0,9,0,0,0,0,,,1000,60,WQ,,0,,0,,0,295.8,277.3,248.8,298.8,319,341.7,,0,0,0,0,Wang,,,,,,
20,37,13,24,0,6,0,0,0,0,,,1000,60,WQ,,0,,0,,0,215.5,180.6,112.1,182.4,231.4,259.3,,0,0,0,0,Wang,,,,,,
22.5,37.5,11,19,0,10,0,0,0,0,,,1000,60,WQ,,0,,0,,0,313.3,289.1,245.8,325.5,365.4,388.7,,0,0,0,0,Wang,,,,,,
16.67,25,25,16.66,0,16.67,0,0,0,0,,,1000,60,WQ,,0,,0,,0,105,81,30,88.9,128.4,153.9,,0,0,0,0,Wang,,,,,,
16.67,35,15,16.66,0,16.67,0,0,0,0,,,1000,60,WQ,,0,,0,,0,307.6,292.2,213.9,424.8,453.2,469.1,,0,0,0,0,Wang,,,,,,
14,28,20,30,0,8,0,0,0,0,,,1000,60,WQ,,0,,0,,0,348.2,323.3,282.2,430.4,453,475.9,,0,0,0,0,Wang,,,,,,
50,48,0,0,2,0,0,0,0,0,,,1000,60,WQ,,0,,0,,0,32.5,12.5,-3.6,44,57.2,61,,0,0,0,0,Pang,,,,,,
50,49,0,0,1,0,0,0,0,0,,,1000,60,WQ,,0,,0,,0,34.5,27.4,14.6,49.4,67.7,72,,0,0,0,0,Pang,,,,,,
38.7,49.3,0,3,0,9,0,0,0,0,,,1000,240,WQ,,0,,0,,0,120.9,115,102.6,147.3,168.2,177.3,,0,0,0,0,Li,,,,,,
37,45,4,2,0,12,0,0,0,0,,,1000,240,WQ,,0,,0,,0,94.6,88,63.7,126.6,138.6,143.7,,0,0,0,0,Li,,,,,,
38.7,49.3,0,4,0,8,0,0,0,0,,,1000,240,WQ,,0,,0,,0,122.3,117.3,104.6,156.3,169.9,175.4,,0,0,0,0,Li,,,,,,
38,45,4,3,0,10,0,0,0,0,,,1000,240,WQ,,0,,0,,0,80.9,76.5,64.2,114.9,127.4,131.3,,0,0,0,0,Li,,,,,,
37,45,4,3,0,11,0,0,0,0,,,1000,240,WQ,,0,,0,,0,85.8,80.6,48.9,123.1,138.2,144.5,,0,0,0,0,Li,,,,,,
38,45,4,0,0,13,0,0,0,0,,,1000,240,WQ,,0,,0,,0,69.5,65,47.3,82.5,116.6,121.2,,0,0,0,0,Li,,,,,,
37,45,4,0,0,14,0,0,0,0,,,1000,120,WQ,,0,,0,,0,88.3,82.2,32,107.8,127.7,136.8,,0,0,0,0,Li,,,,,,
39,49,0,0,0,12,0,0,0,0,,,1000,120,WQ,,0,,0,,0,111.1,104.8,85.2,127.7,154.6,164.4,,0,0,0,0,Li,,,,,,
38,49,0,0,0,13,0,0,0,0,,,1000,120,WQ,,0,,0,,0,132.9,123.5,93.9,144.9,172.9,183.8,,0,0,0,0,Li,,,,,,
38.7,49.3,0,2,0,10,0,0,0,0,,,1000,120,WQ,,0,,0,,0,120.4,114.3,102.5,140.9,164,174.8,,0,0,0,0,Li,,,,,,
38,45,4,1,0,12,0,0,0,0,,,1000,120,WQ,,0,,0,,0,72.2,68.9,56.9,86.2,118.7,125.3,,0,0,0,0,Li,,,,,,
30,50,0,20,0,0,0,0,0,0,,,1000,240,WQ,,0,,0,,0,214.4,208.2,196.2,230.8,239.1,242.3,,0,0,0,0,Li,,,,,,
30.2,48.8,1,20,0,0,0,0,0,0,,,1000,240,WQ,,0,,0,,0,250.2,244.9,227.1,265.2,278.9,283.7,,0,0,0,0,Li,,,,,,
30.1,49.9,0,20,0,0,0,0,0,0,,,1000,240,WQ,,0,,0,,0,234.1,226.2,207.1,245.3,259.3,263.7,,0,0,0,0,Li,,,,,,
30,50,0,19,0,1,0,0,0,0,,,1000,240,WQ,,0,,0,,0,208.7,204.1,197.2,227.1,234.5,237.7,,0,0,0,0,Li,,,,,,
30.3,48.7,1,19,0,1,0,0,0,0,,,1000,240,WQ,,0,,0,,0,272.6,268.7,255,288.6,300.1,304.3,,0,0,0,0,Li,,,,,,
30.4,48.6,1,19,0,1,0,0,0,0,,,1000,240,WQ,,0,,0,,0,281.6,275.6,240,294.9,308.2,313.3,,0,0,0,0,Li,,,,,,
24.75,45,0,20.25,0,0,0,0,10,0,,,1000,120,WQ,,0,,0,,0,309.7,286.4,252.7,313.3,341.2,376.5,,0,0,0,0,Li,,,,,,
24.75,45,0,20.25,0,0,0,0,10,0,1000,88,,0,,25,30,600,60,WQ,0,163.1,106.1,92,99,171.3,232,,0,0,0,0,Li,,,,,,
24.75,45,0,20.25,0,0,0,0,10,0,1000,88,,0,,25,30,650,60,WQ,0,162.2,137.5,102.8,181.1,220,251.3,,0,0,0,0,Li,,,,,,
30.875,47.5,0,16.625,0,0,0,0,5,0,,,1000,240,WQ,,0,,0,,0,221.5,209,181.4,235.4,255.6,266.9,,0,0,0,0,Li,,,,,,
30.875,47.5,0,16.625,0,0,0,0,5,0,,,550,180,WQ,,0,,0,,0,196.6,183.4,156.3,214.8,237.1,246.1,,0,0,0,0,Li,,,,,,
29.9,46,0,16.1,0,0,0,0,8,0,,,1000,240,WQ,,0,,0,,0,193,183,166,220.9,235.2,243.2,,0,0,0,0,Li,,,,,,
29.9,46,0,16.1,0,0,0,0,8,0,1000,88,,0,,25,20,550,180,WQ,0,92.7,46,-33.2,17.2,121.3,192.8,,0,0,0,0,Li,,,,,,
29.25,45,0,15.75,0,0,0,0,10,0,,,1000,240,WQ,,0,,0,,0,210.1,197.5,170.6,234.3,254.4,260.8,,0,0,0,0,Li,,,,,,
29.25,45,0,15.75,0,0,0,0,10,0,,,550,180,WQ,,0,,0,,0,183.8,170.3,140.4,204.7,226.1,233.6,,0,0,0,0,Li,,,,,,
29.25,45,0,15.75,0,0,0,0,10,0,1000,88,,0,,,25,650,60,WQ,0,56.4,44.9,17.5,86,110.3,120.4,,0,0,0,0,Li,,,,,,
29.25,45,0,15.75,0,0,0,0,10,0,,,600,180,WQ,,0,,0,,0,159.7,151.9,120.3,181.2,198.5,205.4,,0,0,0,0,Li,,,,,,
29.25,45,0,15.75,0,0,0,0,10,0,1000,88,,0,,,30,450,30,WQ,0,120.5,51.5,25.4,32.3,129.8,220.9,,0,0,0,0,Li,,,,,,
29.25,45,0,15.75,0,0,0,0,10,0,1000,88,,0,,,30,500,60,WQ,0,43.6,29.6,-36.5,18,103.6,146.1,,0,0,0,0,Li,,,,,,
29.25,45,0,15.75,0,0,0,0,10,0,1000,88,,0,,,30,550,60,WQ,0,77.9,1.7,-20.3,15.8,74,148.3,,0,0,0,0,Li,,,,,,
29.25,45,0,15.75,0,0,0,0,10,0,1000,88,,0,,,30,600,180,WQ,0,29.1,11.3,-10.7,56.5,90.6,114,,0,0,0,0,Li,,,,,,
29.25,45,0,15.75,0,0,0,0,10,0,1000,88,,0,,,30,650,180,WQ,0,62.7,54.7,41.7,114.5,130.4,137.7,,0,0,0,0,Li,,,,,,
29.25,45,0,15.75,0,0,0,0,10,0,1000,88,,0,,,30,650,30,WQ,0,50.2,33.9,8.2,86.8,107.7,123.1,,0,0,0,0,Li,,,,,,
29.25,45,0,15.75,0,0,0,0,10,0,1000,88,,0,,,30,650,60,WQ,0,61.8,51.3,33.9,105.1,121.1,130.8,,0,0,0,0,Li,,,,,,
27.625,42.5,0,14.875,0,0,0,0,15,0,,,550,180,WQ,,0,,0,,0,123.1,109.9,92.5,156.7,171.8,181.6,,0,0,0,0,Li,,,,,,
27.625,42.5,0,14.875,0,0,0,0,15,0,,,1000,240,WQ,,0,,0,,0,150.7,137.6,118.1,189.7,205.1,216.8,,0,0,0,0,Li,,,,,,
27.625,42.5,0,14.875,0,0,0,0,15,0,,,650,60,WQ,,0,,0,,0,77,70.2,62.5,123.1,131.1,137.7,,0,0,0,0,Li,,,,,,
27.625,42.5,0,14.875,0,0,0,0,15,0,1000,88,,0,,,30,550,60,WQ,0,-1,-4.8,-10.5,-45.2,71,167.3,,0,0,0,0,Li,,,,,,
27.625,42.5,0,14.875,0,0,0,0,15,0,1000,88,,0,,,30,600,60,WQ,0,9.1,-24.3,-59.6,1.1,63.3,111.6,,0,0,0,0,Li,,,,,,
27.625,42.5,0,14.875,0,0,0,0,15,0,1000,88,,0,,,30,650,60,WQ,0,38.8,19.8,2,75.9,96.3,110.7,,0,0,0,0,Li,,,,,,
27.625,42.5,0,14.875,0,0,0,0,15,0,1000,88,,0,,,50,650,60,WQ,0,28.5,14.9,0.8,77.5,95.8,108.6,,0,0,0,0,Li,,,,,,
27.625,42.5,0,14.875,0,0,0,0,15,0,1000,88,,0,,,50,650,180,WQ,0,37.1,25.8,14.1,83.8,102.2,113,,0,0,0,0,Li,,,,,,
14,40,0,26,0,0,0,0,20,0,,,1000,240,WQ,,0,,0,,0,167.7,142.9,96.3,177.3,210.3,225.1,,0,0,0,0,Li,,,,,,
14,40,0,26,0,0,0,0,20,0,,,550,180,WQ,,0,,0,,0,138.8,114.1,78.1,144.5,170.7,189.2,,0,0,0,0,Li,,,,,,
13.125,37.5,0,24.375,0,0,0,0,25,0,,,1000,240,WQ,,0,,0,,0,159.8,134.9,96.5,170.7,197.5,210.2,,0,0,0,0,Li,,,,,,
13.125,37.5,0,24.375,0,0,0,0,25,0,,,550,180,WQ,,0,,0,,0,118.2,106.6,70,148.6,164.5,171.8,,0,0,0,0,Li,,,,,,
51,29.4,19.6,0,0,0,0,0,0,0,,,1000,120,WQ,,0,,0,,0,76.8,66.9,60.9,79.6,88.8,91.9,,0,0,0,0,liu,,,,,,
45.9,29.4,19.6,5.1,0,0,0,0,0,0,,,1000,120,WQ,,0,,0,,0,34.8,29.4,20,33.1,43.4,46.9,,0,0,0,0,liu,,,,,,
40.8,29.4,19.6,10.2,0,0,0,0,0,0,,,1000,120,WQ,,0,,0,,0,-15.8,-24.5,-36.5,-0.7,8.7,15.5,,0,0,0,0,liu,,,,,,
35.7,29.4,19.6,15.3,0,0,0,0,0,0,,,1000,120,WQ,,0,,0,,0,-10.1,-21.6,-35.3,-2,13.8,23,,0,0,0,0,liu,,,,,,
30.6,29.4,19.6,20.4,0,0,0,0,0,0,,,1000,120,WQ,,0,,0,,0,28.5,4.8,-6.1,36.7,52.1,72.5,,0,0,0,0,liu,,,,,,
25.5,29.4,19.6,25.5,0,0,0,0,0,0,,,1000,120,WQ,,0,,0,,0,137.6,124.8,90.7,137.8,163.5,179.6,,0,0,0,0,liu,,,,,,
30.6,49,0,20.4,0,0,0,0,0,0,,,1000,120,WQ,,0,,0,,0,310.7,294.7,250.9,309.1,340.5,350.6,,0,0,0,0,liu,,,,,,
30.6,44.1,4.9,20.4,0,0,0,0,0,0,,,1000,120,WQ,,0,,0,,0,238.8,229.1,199.3,250.2,279.4,288.1,,0,0,0,0,liu,,,,,,
30.6,39.2,9.8,20.4,0,0,0,0,0,0,,,1000,120,WQ,,0,,0,,0,171.8,155,122.3,168.6,196.3,224.8,,0,0,0,0,liu,,,,,,
30.6,34.3,14.7,20.4,0,0,0,0,0,0,,,1000,120,WQ,,0,,0,,0,94.9,90.7,84.1,112,130.2,146.2,,0,0,0,0,liu,,,,,,
30.6,24.5,24.5,20.4,0,0,0,0,0,0,,,1000,120,WQ,,0,,0,,0,-88,-94.3,-112.2,-67,-49.8,-43.3,,0,0,0,0,liu,,,,,,
35,35,10,10,0,0,0,0,10,0,,,1000,240,WQ,,0,,0,,0,-111,-139,-154,-75.5,-59.7,-47.5,,0,0,0,0,zy,,,,,,
37.5,37.5,10,10,0,0,0,0,5,0,,,1000,240,WQ,,0,,0,,0,-27.4,-33.7,-43.1,-0.1,9.5,14.5,,0,0,0,0,zy,,,,,,
40,40,10,10,0,0,0,0,0,0,,,1000,240,WQ,,0,,0,,0,28.5,18.1,-5.9,24,47.4,62.9,,0,0,0,0,zy,,,,,,
